epoch,total_time,data_loading,forward_pass,loss_computation,backward_pass,optimizer_step
0,27.71808447036892,0.7521847561001778,4.879196795634925,5.028349517844617,4.486644683405757,11.443782241083682
1,24.219374494627118,0.15723839309066534,0.6241642301902175,5.872924623079598,2.937141578644514,13.622088273987174
2,23.714087263680995,0.13357496820390224,0.5690153269097209,5.898155116476119,2.4716600282117724,13.661672111600637
3,23.671338133513927,0.13644370157271624,0.5676790717989206,5.898888183757663,2.36790372710675,13.736906249076128
4,23.68775857705623,0.1661668522283435,0.523644121363759,5.912960084155202,2.335923120379448,13.778543756343424
5,23.90266321785748,0.3611526833847165,0.5426585683599114,5.907281062565744,2.4764864491298795,13.597442491911352
6,23.7612366983667,0.1533288136124611,0.5411064308136702,5.911432292312384,2.4528845567256212,13.733843601308763
7,23.65417717024684,0.14834929816424847,0.5487320832908154,5.886906550265849,2.3296929467469454,13.802327015437186
8,23.711917809210718,0.14755350351333618,0.5457162568345666,5.888024037703872,2.523165109567344,13.619721742346883
9,23.895615468733013,0.15540489088743925,0.5489453505724669,5.8904293440282345,2.8868570141494274,13.453620170243084
10,23.985558779910207,0.15335023310035467,0.5621935995295644,5.888845983892679,3.040949904359877,13.380103601142764
11,24.05449209176004,0.3392773624509573,0.5561075871810317,5.892761104740202,3.133253968320787,13.063677394762635
12,23.939821250736713,0.16057975310832262,0.5487234648317099,5.894093436188996,3.2372196912765503,13.029698360711336
13,23.85660715494305,0.16402373928576708,0.5660053743049502,5.8882220117375255,3.0472297007218003,13.159053821116686
14,23.58181312121451,0.13757360260933638,0.5441808514297009,5.892802996560931,2.584883488714695,13.342283922247589
15,23.632485394366086,0.1391813475638628,0.5468758502975106,5.895266362465918,2.4928678944706917,13.50805944018066
16,23.442647806368768,0.12982735503464937,0.5403015855699778,5.893932095728815,2.3763639153912663,13.42443430237472
17,23.900098379701376,0.3481571665033698,0.5326190739870071,5.895024777390063,2.663585319183767,13.459867421537638
18,23.866047851741314,0.1421879744157195,0.5425495076924562,5.887551406398416,2.775695625692606,13.605524934828281
19,23.806584562174976,0.15347060468047857,0.52025031670928,5.890722766518593,2.71888798289001,13.535759951919317
20,23.80000409670174,0.14465839881449938,0.5390048651024699,5.885353529825807,2.8444438772276044,13.373140143230557
21,23.638897554017603,0.1595853827893734,0.5116608683019876,5.898381136357784,2.5287215830758214,13.478172115050256
22,23.56610004324466,0.15323894005268812,0.525516027584672,5.893767839297652,2.5595160042867064,13.336960786022246
23,23.780800419859588,0.33733916003257036,0.5296645760536194,5.893869256600738,2.5620289519429207,13.36939344741404
24,23.55714974924922,0.1423300765454769,0.5295924339443445,5.900734187103808,2.52094304934144,13.383703920058906
25,23.481211601756513,0.15150585863739252,0.5359337721019983,5.89559112302959,2.492843324318528,13.295796030201018
26,23.580746558494866,0.14403076004236937,0.5424614762887359,5.8948718989267945,2.622722272761166,13.2736990833655
27,23.524099241010845,0.14585708733648062,0.5386879006400704,5.89423346426338,2.580317987129092,13.248064244166017
28,23.751928223297,0.33232527412474155,0.5467010568827391,5.894265756942332,2.760257877409458,13.094816119410098
29,23.461872591637075,0.1414231862872839,0.5383487027138472,5.894454224966466,2.613892462104559,13.161201384849846
30,23.430098239332438,0.13646269589662552,0.5423500658944249,5.896188089624047,2.3869662135839462,13.397018051706254
31,23.429089745506644,0.16833384986966848,0.5125732943415642,5.900135564617813,2.1542788818478584,13.657709742896259
32,23.821931672282517,0.1545529728755355,0.5341386264190078,5.886630306951702,2.890964036807418,13.346540905535221
33,23.722652181982994,0.1390718724578619,0.5377036016434431,5.8875960828736424,2.919802337884903,13.179598265327513
34,24.078232681378722,0.3495329385623336,0.5489787943661213,5.883445121347904,2.8496864456683397,13.459315031766891
35,23.867183167487383,0.14987447299063206,0.5661966297775507,5.8769368743523955,2.8221940025687218,13.503233201801777
36,23.79556043073535,0.1404295926913619,0.550988239236176,5.882896261289716,2.98257898632437,13.190200219862163
37,23.817913888953626,0.1475645201280713,0.5470048021525145,5.888385440222919,2.960363664664328,13.236697212792933
38,23.84973965678364,0.1401384063065052,0.5654505863785744,5.879774511791766,2.965466200374067,13.293658161535859
39,23.86625710129738,0.14609057921916246,0.5733331786468625,5.876894309185445,2.9411779986694455,13.330957335419953
40,24.021886340342462,0.3478579204529524,0.5616803960874677,5.883775908499956,2.8607756989076734,13.374924176372588
41,23.6240752087906,0.15678000263869762,0.5117969615384936,5.895269353874028,2.9077073140069842,13.053328700363636
42,23.871451921761036,0.1467375084757805,0.5581186031922698,5.886285059154034,3.0518084410578012,13.196447739377618
43,23.813129970803857,0.14649522677063942,0.5440389038994908,5.887618649750948,2.8959280122071505,13.349646140821278
44,23.873254609294236,0.16048917267471552,0.5299034221097827,5.891356071457267,3.006344674155116,13.276297884061933
45,23.671364845708013,0.15568546671420336,0.5198099929839373,5.89475523121655,2.8446807032451034,13.20852422900498
46,24.07650517206639,0.3518890030682087,0.5226241340860724,5.896832306869328,3.0642922557890415,13.206149243749678
47,23.518784512765706,0.13835372868925333,0.5180665608495474,5.892487393692136,2.628870155662298,13.285800726152956
48,23.62635592650622,0.13786014821380377,0.5305526247248054,5.8918199222534895,2.7352997129783034,13.29965446703136
49,23.503664407879114,0.1518051540479064,0.506529413163662,5.896203677169979,2.3405389161780477,13.62247586902231
50,23.653051155619323,0.15570892207324505,0.5193075574934483,5.893018928356469,2.7136819707229733,13.336263166740537
51,23.54926989786327,0.13421917334198952,0.5224072663113475,5.910067066550255,2.416371949017048,13.548311741091311
52,23.967693403363228,0.3367424476891756,0.5492060268297791,5.89137315005064,2.9981993697583675,13.130040725693107
53,23.743556613102555,0.1765056774020195,0.5187337305396795,5.897979782894254,2.555808374658227,13.56100798305124
54,23.38261168822646,0.15660053119063377,0.5353839807212353,5.896365379914641,2.337472278624773,13.321449436247349
55,23.25313112977892,0.16874211188405752,0.537428604438901,5.895873449742794,2.0735933426767588,13.456321774050593
56,23.361586309038103,0.16164076793938875,0.5086258677765727,5.896963901817799,2.3884659623727202,13.26152118947357
57,23.708294624462724,0.32953297067433596,0.5325462613254786,5.909199413843453,2.5722173089161515,13.23048521950841
58,23.714494498446584,0.13793562911450863,0.5325855184346437,5.891993938013911,2.874341733753681,13.226484457030892
59,23.639621008187532,0.12185550574213266,0.5345966052263975,5.891121817752719,2.8674211958423257,13.14755847118795
60,23.518136936239898,0.1473709922283888,0.5239996258169413,5.889429081231356,2.593558546155691,13.29491578694433
61,23.67310161050409,0.15302144084125757,0.5246752165257931,5.896155468188226,2.5234411489218473,13.523825106211007
62,23.454187164083123,0.14739280752837658,0.5145677411928773,5.909139988012612,2.2070386949926615,13.605558696202934
63,23.574332321994007,0.3317309822887182,0.5337304649874568,5.903043493628502,2.364142743870616,13.329269452951849
64,23.650199729017913,0.1454304838553071,0.5275653172284365,5.886889043264091,2.7284867856651545,13.321393666788936
65,23.580071968957782,0.1588945146650076,0.5182302305474877,5.891718077473342,2.656780583783984,13.300167144276202
66,23.69459668826312,0.1530486512929201,0.5333300633355975,5.896063570864499,2.919888451695442,13.092154117301106
67,23.76084880437702,0.1556817190721631,0.5149412611499429,5.894362478516996,3.0705643724650145,13.026949669234455
68,23.827947365120053,0.15806008037179708,0.50730084720999,5.8978172251954675,3.1404731078073382,13.025799072347581
69,24.218495595268905,0.3333398634567857,0.6283666854724288,5.881638859398663,3.05664733145386,13.342658156529069
70,23.872235896997154,0.13895232323557138,0.5539541505277157,5.8888928247615695,3.1705761291086674,13.062355569563806
71,23.738043229095638,0.1444671070203185,0.5410986021161079,5.8982629757374525,2.806761180050671,13.287725433707237
72,23.647478020749986,0.1651091855019331,0.5204004477709532,5.899076090194285,2.4937009289860725,13.537375099025667
73,23.587749438360333,0.1696833949536085,0.5172185599803925,5.896284239366651,2.4153692768886685,13.58120361622423
